  0,  29,   0,  69,   0,   0,   0,   0,   0,  50,  67,  51,  26,   0,  70,   0
  0,  45,   0,  44,   9,   0,  32,  30,  71,  45,   0,   7,  96,  34,   0,  11
  0,   0,   0,   0,  11,   0,  50,  68,   0,  23,   0,   0,  58, 113,  67,  99
 22,   0,   0,  21,  66,   0,   4,   0,  63,   0,   0,  41,  94,   7,  57,  67
106,   0,   0,   0, 107,  91,   0,  86,   0,  44,   0,  43,  46, 106,   0,  68
104,  98,   0,   0,   0, 105,  93,   0,  80,   0,  59,   0,  21,   0,  70,   0
  0,  67,  88,  79, 118,   0,   0,   0, 127,  81,   0, 100,   0,   0,  64,   0
119,  53, 121,   0,   0,  67,  73, 121,  95,  84,   0,   0,   0,   0, 121,   0
 61,   9,  98,   0,  46,  41,  48,  80,   0,   0,   0,   0,  95,  28,  90,   0
 89,   0, 110, 127,   0,   0,   0,   9,  90,   0,   0,   0,  17,   0, 114,  38
108,   0,   0,   0,   0,  50,   0,   0,   0,   0,   0,   0,  81,  17,  61,  93
 11,   0,   0,  36,  10, 119,  82,  98,   0,   0,  45,  65,   0,   0,  49, 118
 29,   0,  24,  16,  24,  89,   0,   0,  97,   0,   0,   0,   0,   0,   0,   0
  0,  34,   0,   0,   0, 120,   0,  66,  18,  94,  14,   0,   7,  93,   0,  38
  0,  89,  71,  89,  59,  19,  15,  70, 100,   0,  24,   0,   7,   0,   0,   0
  0,  21,   0, 115,  37,   0,  24,   0,  55,  48,   0, 121,  36,   0,   0,  74
111,  83,   0,  52,   0,  44,  57,  95,  30,   0,   0,   0,   0,   0,   1,  37
104,   0,  65,   0,   0,   0,  60,  45,   0,  32,   0,   0,  48,   0, 109,   6
  0, 100, 117,   0,   0,   0,   0,   0, 120,  37,  99,  65,   0,   0,   0,   0
 23,   0,   0,   0,   0,  33,  21,  72,   1,   0,   0,  35,   0,   0,  19,  57
  2, 125, 127,  74,   0,   0,   0, 121,   0,   0,  88,  73, 117, 126,  54,   0
  0, 110,  63,  44,   0,  52,   0,   0,   0,   0,  70,  17,   0,   0,  29,   0
  0, 107,  74,   0,  39,  74,  42,  21,  35,   0,  52,   0,   0, 120,   0, 119
 71, 106,   0,   0, 107,  63,   0,   0, 111,  90,  57,  85,  61,  18,   0,   0
  0,   0,   0,  19,   0,   0,  91,   0,  83, 111,   0,  78,   0,   0,   0,  68
 30,   0,   0,  34, 116,  22,   0,  36,  28,  63,  11,   0, 114,  96,   0,   3
  0,  56,  35,   0,  42,  85,   0,  83,   5,  20,   0, 122,  64,   0,   0,   0
  0,  27,   0,  33, 103,   0,   0,  56,   0,   0,  47,   0,  36,  51, 104,   0
124,   0,   0,   0,  74,   0,  45,   0,  11, 101,   0, 123, 103, 107,  53,  28
111,   0, 112,   0, 110,   0,   0,   0,  32,   0,  14,  90,   0,   0,  21,  92
  0,  13,   0,  75,   0,  34, 121,  16,  35,   0,   0,  28,  82,   0,   0, 121
 97,   6,   0,  60,  12,  66,  35,   0,   0,  57,  88,   0,  71, 116,  25,   0
  1,   0,  66,   0,   0,  59,   0,  81,  56,   0,  15,  65,  39,  19,  57, 122
 53,   0,   0,   0,   0,   0,  87,   9,   0,   0,   0,   0,  42,  93,   0,   0
  0,   0,   0,   0,   0, 106,   0,   0, 125,   0,   0,   0,  18, 111,   0,   0
