#=========== 0 ===========#
 2, 11,  3,  9,  4,  4,  9, 15
15, 10, 15,  2,  0, 11,  1,  1
 9, 13, 12, 10, 11, 11,  2,  5
 5, 14,  5,  2,  0,  2,  9,  4
 1,  7,  0,  6,  7,  4,  4,  5
 8,  5, 12,  5, 13,  0,  2,  0
 4,  8,  7, 14, 13, 14,  0,  5
11,  7,  2, 15,  0, 10,  5,  6
14,  2, 11, 10,  6,  2,  3, 13
12,  8, 15, 15,  6,  0,  8, 13


#=========== 1 ===========#
 2,  0, 12, 12, 12,  9,  5, 13
13, 12, 14,  2,  1,  8,  6,  2
15,  0, 10,  8,  7, 12, 11,  6
 7, 12,  7,  2,  4,  0, 12, 14
 7, 15, 12,  9, 13,  7,  6,  9
 4,  7,  2,  0, 13,  8,  4,  2
10,  2, 13, 14,  1,  9,  2,  2
11,  8,  4,  9,  8,  1,  8, 10
 9,  6,  9, 10,  5,  8,  6,  3
 5, 13, 13,  7,  9,  9,  1, 10


#=========== 2 ===========#
15, 13,  9,  9,  4, 14,  3,  9
 0, 15,  0, 11,  9,  7, 12,  6
 4,  6,  8, 12, 14, 15, 14,  2
13,  9,  6,  2,  6,  3,  6, 11
 6,  9, 13,  2,  9,  4, 11,  1
10, 13,  3,  9,  0,  6, 15,  9
 3, 11, 10,  4,  4,  3,  6,  0
 9,  2, 14,  5, 10,  3,  7,  5
 2, 15,  7,  8, 13, 10, 15,  7
 5,  8,  9,  0, 10,  9,  0,  5


#=========== 3 ===========#
 7,  5, 11,  9, 13,  8,  1, 13
 7,  8, 15,  2,  1,  2, 14,  3
 0,  6, 15,  5,  8,  2, 11, 14
 5,  1, 15, 10,  8, 15,  8,  0
 1,  6,  0,  1, 14, 15, 14,  1
14, 11,  8,  0,  2,  6, 14, 11
 1, 11,  5,  6,  6,  8,  7,  0
13, 10,  8,  9,  3, 14, 12,  5
 2, 11,  3, 12, 11,  3,  5, 12
 1,  6, 14,  2, 12, 14, 10,  0


#=========== 4 ===========#
 7,  4,  9, 12,  5,  6, 12,  4
 3, 13, 10, 13,  2,  6, 14,  7
 3, 14,  2,  0,  7, 11,  6,  1
 4,  5,  3, 13,  1, 13,  8,  6
13, 11,  4,  3, 12,  4,  4, 14
 7,  0, 15,  6,  6,  6,  7,  3
 3, 15, 14,  8,  4,  3,  4,  1
13,  0,  6, 12,  3, 10,  2, 12
 8,  3, 15, 15,  9,  3,  7, 13
10, 10, 10, 11, 10,  0, 11,  3


#=========== 5 ===========#
 4,  9, 15,  7,  3, 15,  0,  3
 6, 10, 12, 13, 12,  9, 10, 13
 9, 12, 13,  8,  7,  8,  7, 14
11,  9,  8,  3, 11, 12, 12,  8
14, 10,  4, 15,  2,  2,  2, 10
 5,  5,  5, 14,  2,  5,  9,  4
 4,  3,  3, 15,  7,  5, 10,  8
 7,  4,  8,  0,  4,  5, 11,  3
14, 14,  5,  3,  0,  3,  3,  3
 0, 11, 12,  7,  4,  4,  9, 13


#=========== 6 ===========#
 9,  3,  0, 11,  6,  3, 15,  4
 7, 12, 12, 10,  9, 15,  7, 13
14, 10,  1,  1,  2,  3,  7,  8
 4, 14,  8,  0,  7,  3,  4, 12
 6, 14,  0, 14,  1,  3,  7,  2
 6,  5,  7,  9,  9, 15,  1, 11
 2, 10,  7, 11, 11,  8,  3,  2
 9,  6,  7, 13,  6,  6,  1,  8
 1, 10,  8,  9, 13,  3, 11, 14
10, 11,  6,  7,  2,  1,  6,  1


#=========== 7 ===========#
 0, 13, 14,  9,  5,  7, 15, 12
14,  1,  2,  3, 11, 15, 15, 11
10,  3, 10,  8,  8,  0,  7, 12
 1,  1,  3, 13, 10, 11,  6,  8
10, 10,  9, 14,  5, 14,  6, 10
 9, 14,  2,  2,  1,  8, 13,  4
15, 14, 11,  8, 14,  6, 15, 15
 1,  3,  7,  4, 10, 13, 12,  2
 0,  8, 13, 14,  0, 12, 11, 10
 6,  5, 13, 15, 13,  6,  0,  8


#=========== 8 ===========#
 2, 10,  3, 10, 15,  4, 12,  2
 7, 12,  6, 15, 12,  4,  9,  8
 8, 11, 13,  0,  2, 10,  2,  2
 2,  2,  4, 14, 14,  7, 10,  6
 2, 15, 13,  1,  1, 10,  0,  9
 3, 10,  3,  0,  5,  4,  1, 14
 9, 11,  9,  5, 10, 14, 12, 15
 2,  1,  0, 10, 11,  3,  7,  9
 0,  3,  3,  5,  9,  5,  3, 15
 8,  1, 12,  7,  1,  5, 13, 13


#=========== 9 ===========#
 3,  0,  5,  6, 13, 13,  6,  1
 8,  9, 15,  1, 10, 10,  6,  1
 9,  2, 14,  2,  4,  6,  9,  2
 4,  0,  5, 13,  2, 13,  4,  1
 8, 15,  9, 12, 12,  5,  0,  2
 0,  2,  4,  7,  1, 10,  9,  7
13, 11,  1,  8, 12,  4,  2, 14
15, 14,  2, 14, 11,  7,  5, 15
 5,  7,  9, 14,  1, 13,  2, 10
 9,  1,  9,  9,  2, 12, 13,  8


#=========== 10 ===========#
 5,  8,  3,  6,  5,  4, 15,  3
 6,  4, 11, 11, 11, 11, 12, 11
 6,  7,  1,  9, 10,  0,  4, 14
 2,  5,  5,  2,  7, 14,  1,  4
10,  0, 12,  3, 14,  3,  3,  9
 7,  3,  4,  8,  2,  9,  2,  4
 5,  0,  3,  7,  9,  4,  6,  7
 6,  1,  6,  7,  4, 11, 10, 13
 1,  5, 12, 15,  7, 10, 13, 15
13,  0,  6, 14,  1, 12, 15, 14


#=========== 11 ===========#
11,  3,  3,  3,  7,  8, 14,  6
 1,  9,  1, 11, 12, 13,  8, 13
